Date,Description,Amount,Type,Category
2026-01-06,BACS CREDIT PAYROLL #3OH6,2500.00,Income,Salary
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-04,AMAZON  *UK,24.99,Expense,Shopping
2026-01-05,BANK TRF RENT,750.00,Expense,Rent
2026-01-01,Netflix.Com *Uk,12.77,Expense,Entertainment
2026-01-06,EMPLOYER PAY 0Q0DB H41,2500.00,Income,Salary
2026-01-01,Netflix.Com Ndsep5 Ref 2Aho,13.61,Expense,Entertainment
2026-01-03,STARBUCKS #832 REF YW7YH,4.65,Expense,Food & Drink
2026-01-05,FPS RENT TO LANDLO,750.00,Expense,Rent
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-06,EMPLOYER P*AY SSZX,2500.00,Income,Salary
2026-01-02,Uber  Bv A480,8.40,Expense,Travel
2026-01-04,AMAZON UK #6JD1B,24.42,Expense,Shopping
2026-01-02,UBER TRIP KLSP BIRMINGHM,8.60,Expense,Travel
2026-01-06,PAYROLL  9C56,2500.00,Income,Salary
2026-01-05,FPS RENT LANDLORD 698,750.00,Expense,Rent
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-01,netflix.com  y8ec,12.99,Expense,Entertainment
2026-01-05,STO  RENT PAYMENT,750.00,Expense,Rent
2026-01-06,EMPLOYER PAY JZZAZF,2500.00,Income,Salary
2026-01-01,NETFLIX #8KASIF GB,12.71,Expense,Entertainment
2026-01-01,NETFL*IX.COM FXRP,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM  I52X1W,13.47,Expense,Entertainment
2026-01-04,CARD PMT AMAZON M0IB3,24.46,Expense,Shopping
2026-01-04,MKTP  UK *L7JZ,24.99,Expense,Shopping
2026-01-03,POS TXN COSTA COFFEE 1230,4.65,Expense,Food & Drink
2026-01-02,UBR* TRIP LIVERPOOL #8.40,8.40,Expense,Travel
2026-01-05,RENT U36P LANDLORD,750.00,Expense,Rent
2026-01-05,STO RENT PAYMENT 104R,750.00,Expense,Rent
2026-01-05,RENT VA7S5F LANDLORD,750.00,Expense,Rent
2026-01-03,POS STARBUCKS #99371,4.84,Expense,Food & Drink
2026-01-04,AMZN MKTP UK,24.99,Expense,Shopping
2026-01-06,bacs credit *payroll,2500.00,Income,Salary
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-03,COSTA* 03959 BIRM,4.65,Expense,Food & Drink
2026-01-06,BACS 43BM SALARY,2500.00,Income,Salary
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-02,UBR* TRIP MANCHESTER 8.40,8.40,Expense,Travel
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-04,C*ARD PAYMENT AMAZON M1W2,24.99,Expense,Shopping
2026-01-04,AMZN  MKTP UK *L#1WOR2 REF SLXSO,24.01,Expense,Shopping
2026-01-03,COSTA COFFEE #*472,4.65,Expense,Food & Drink
2026-01-04,AMAZON U*K W1ZY,24.99,Expense,Shopping
2026-01-05,STO  RENT PAY*MEN,778.58,Expense,Rent
2026-01-06,salary credit 6sawh,2581.94,Income,Salary
2026-01-05,RENT Z9XAV LAN,750.00,Expense,Rent
2026-01-03,COST*A LIV 841,4.65,Expense,Food & Drink
2026-01-05,Fps Rent To Landlord,754.62,Expense,Rent
2026-01-06,SALARY CREDIT 5ZDXI,2406.79,Income,Salary
2026-01-02,UBER BV JMQ6,8.40,Expense,Travel
2026-01-03,COSTA* 2737 LIV,4.82,Expense,Food & Drink
2026-01-02,UBER BV 8MRY,8.40,Expense,Travel
2026-01-01,Netflix.Com *Uk,12.55,Expense,Entertainment
2026-01-02,UBER  BV 9EKL6D,8.74,Expense,Travel
2026-01-01,NETFLIX 2OYHZ GB,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM *UK 5BS,12.99,Expense,Entertainment
2026-01-02,UBER *TRIP MANCHESTER REF QUB#7,8.40,Expense,Travel
2026-01-03,COSTA  COFFEE #560,4.65,Expense,Food & Drink
2026-01-06,BACs cREDIT pAYROLL,2500.00,Income,Salary
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-06,CREDIT *AH5M,2500.00,Income,Salary
2026-01-01,NETfLIX.COm N5A5 183,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM  *UK,12.47,Expense,Entertainment
2026-01-03,POS STARBUCKS #410,4.65,Expense,Food & Drink
2026-01-04,amzn eu-uk 4gvoh6,25.16,Expense,Shopping
2026-01-02,UBR* MANCHESTER DTE0M8,8.40,Expense,Travel
2026-01-01,NEtFLIX.COm yNg#5,12.99,Expense,Entertainment
2026-01-05,RENT #5DYVF8 LANDLORD,750.00,Expense,Rent
2026-01-03,COSTA BIRM 367,4.43,Expense,Food & Drink
2026-01-02,UBER *BV TLY4W,8.40,Expense,Travel
2026-01-03,starbucks store 5382 leeds,4.85,Expense,Food & Drink
2026-01-02,UBR*  TRIP BIRMINGHM 8.40,8.33,Expense,Travel
2026-01-02,UBER TRIP ZE72 MANCHESTER,8.56,Expense,Travel
2026-01-06,BACS CR*EDIT PAYROLL,2500.00,Income,Salary
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-03,COSTA COFF,4.65,Expense,Food & Drink
2026-01-03,POS STARBUCKS #*62752,4.59,Expense,Food & Drink
2026-01-06,SALARY CREDIT A14C,2500.00,Income,Salary
2026-01-05,RENT DOOF2J LANDLORD,762.08,Expense,Rent
2026-01-05,RENT RZ5C LANDLORD,750.00,Expense,Rent
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-04,AMAZON 2SJBSC,24.99,Expense,Shopping
2026-01-06,bacs credit payroll,2500.00,Income,Salary
2026-01-05,FPS RENT TO lANDlOR*d,750.00,Expense,Rent
2026-01-02,uber *trip london ref fk3c0,8.40,Expense,Travel
2026-01-03,STARBUCKS #16993 LIVERPOOL,4.65,Expense,Food & Drink
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-03,Starbucks  Store 96788 Leeds,4.65,Expense,Food & Drink
2026-01-03,POS STARBUCKS #,4.65,Expense,Food & Drink
2026-01-04,AMZN EU-UK NF55A,24.99,Expense,Shopping
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-01,CARD PAYMENT NE*TFLIX,12.99,Expense,Entertainment
2026-01-03,POS TXN COSTA COFFEE 154,4.65,Expense,Food & Drink
2026-01-01,Netflix Yb3Lt Gb,12.99,Expense,Entertainment
2026-01-02,UBER  TRIP B00XP2 BIRMINGHM FX0N,8.40,Expense,Travel
2026-01-04,AMZN  MKTP UK *CBF0VB,24.99,Expense,Shopping
2026-01-02,UBER *TRIP BIRMINGHM,8.69,Expense,Travel
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-01,NETFLIX  YB8Q GB YFIA,12.99,Expense,Entertainment
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-03,COsTA  201,4.61,Expense,Food & Drink
2026-01-03,STARBUCKS STORE 8838 BHM,4.44,Expense,Food & Drink
2026-01-02,UBER BV L#0PI8 G0GT,8.79,Expense,Travel
2026-01-04,AMZN EU-UK 3UW0YE,24.99,Expense,Shopping
2026-01-06,Bacs Credit Payroll,2500.00,Income,Salary
2026-01-03,POS STARBUCKS #*03375,4.65,Expense,Food & Drink
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-02,UBER *TRIP LONDON,8.40,Expense,Travel
2026-01-02,uber bv #26xf9,8.73,Expense,Travel
2026-01-06,PAYROLL 1WWHKX,2500.00,Income,Salary
2026-01-05,BANK TR*F L8HS1 RE,750.00,Expense,Rent
2026-01-04,a*mazon uk fokl,24.92,Expense,Shopping
2026-01-05,BANK TRANSFER RENT/WNV,750.00,Expense,Rent
2026-01-04,Card Pmt Amazon Erxth,25.74,Expense,Shopping
2026-01-05,RENT ZTQO9I LANDLORD,750.00,Expense,Rent
2026-01-05,rE*NT bUy3E LanDLorD,750.00,Expense,Rent
2026-01-01,NETFLIX BJ04 GB,12.99,Expense,Entertainment
2026-01-02,UBER TRIP Y#152IS LIVERPOOL,8.40,Expense,Travel
2026-01-05,BANK TRF A43P2M RENT,750.00,Expense,Rent
2026-01-06,employer pay xir4,2500.00,Income,Salary
2026-01-05,BANK TRANSFER RENT,750.00,Expense,Rent
2026-01-03,POS TXN COSTA COFFEE 77867 W8K,4.65,Expense,Food & Drink
2026-01-02,UBER  TRIP PFZY MANCHESTER 38,8.40,Expense,Travel
2026-01-03,Costa Coffee #429,4.65,Expense,Food & Drink
2026-01-02,UBr* LoNDON 210DX,8.40,Expense,Travel
2026-01-03,MCR 92563,4.49,Expense,Food & Drink
2026-01-05,BANK TRF 2H7D RENT 775,750.00,Expense,Rent
2026-01-05,StO  RENt PAYmENT 1345,750.00,Expense,Rent
2026-01-01,NETFLIX.COM *UK 669,12.99,Expense,Entertainment
2026-01-06,PAYROLL  KDPHJ 71XV,2500.00,Income,Salary
2026-01-03,STARBUCKS #285 GLASGOW,4.65,Expense,Food & Drink
2026-01-04,AMZN  MKTP UK *SARS,24.99,Expense,Shopping
2026-01-01,NETFLIX F5UV8A GB,12.99,Expense,Entertainment
2026-01-03,COSTA LIV 46,4.73,Expense,Food & Drink
2026-01-03,COSTA COFFEE #9*056,4.65,Expense,Food & Drink
2026-01-01,Netflix.Com Myxadl,12.99,Expense,Entertainment
2026-01-05,STO RENT PAYMENT REF XYTCDM,750.00,Expense,Rent
2026-01-03,COSTA* 00588 LDN/IFJ,4.65,Expense,Food & Drink
2026-01-05,BANK TRF RENT,750.00,Expense,Rent
2026-01-01,NETFLIX.COM M3UX 08,12.99,Expense,Entertainment
2026-01-05,FPS RENT TO LANDLORD/B3A,750.00,Expense,Rent
2026-01-02,UBR* BIRMINGHM LDMKM REF ZB58M7,8.40,Expense,Travel
2026-01-04,amzn eu-uk 0rz4x,24.99,Expense,Shopping
2026-01-03,CoSTa  BIrM 859,4.79,Expense,Food & Drink
2026-01-06,BACS SA*LARY,2500.00,Income,Salary
2026-01-04,AMAZON UK 1MKS,24.99,Expense,Shopping
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-03,STARBUCKS 280,4.51,Expense,Food & Drink
2026-01-05,BaNK TRanSF,750.00,Expense,Rent
2026-01-02,UBER BV CE9F,8.75,Expense,Travel
2026-01-01,NETFLIX.COM *UK #3055,12.99,Expense,Entertainment
2026-01-03,COSTA* 220 MANC,4.65,Expense,Food & Drink
2026-01-02,UBER TRIP FFXJJU LONDON,8.40,Expense,Travel
2026-01-02,UBR* LIVERPOOL ZRH2D,8.40,Expense,Travel
2026-01-03,STARBUCKS BHM #82994/WHOO,4.65,Expense,Food & Drink
2026-01-05,RENT  DDOQS LANDLORD,750.00,Expense,Rent
2026-01-06,BACS CREDIT,2617.98,Income,Salary
2026-01-02,UBER TRIP TSZA LIVERPOOL,8.44,Expense,Travel
2026-01-04,AMZN EU-UK QC7XV,26.23,Expense,Shopping
2026-01-02,ubr* birminghm,8.31,Expense,Travel
2026-01-06,PAYROLL F3V2,2500.00,Income,Salary
2026-01-05,BANK TRF BWM1 R*ENT REF,750.00,Expense,Rent
2026-01-05,RENT DMV05G LANDLORD EEX,759.23,Expense,Rent
2026-01-04,AMZN DDL9U1,24.99,Expense,Shopping
2026-01-02,UBER *TRIP BIRMINGHM 8KZCZ,8.20,Expense,Travel
2026-01-05,sto rent paymen,750.00,Expense,Rent
2026-01-06,BACS  LGLQ,2500.00,Income,Salary
2026-01-03,COSTA COFFEE #8018 REF UK7F,4.65,Expense,Food & Drink
2026-01-01,Netflix.Com At2Ey,12.53,Expense,Entertainment
2026-01-01,NETFLIX SDWH G,12.99,Expense,Entertainment
2026-01-01,CARD  PMT NETFLIX,12.99,Expense,Entertainment
2026-01-02,UBEr BV MMKQF,8.40,Expense,Travel
2026-01-04,amzn mktp uk *qxkk/ue2,24.30,Expense,Shopping
2026-01-05,Bank Trf I09V Rent,750.00,Expense,Rent
2026-01-03,POS STARBUC,4.65,Expense,Food & Drink
2026-01-06,bacs  e6qkk salary,2500.00,Income,Salary
2026-01-03,starbuck*s glasgow 8133,4.65,Expense,Food & Drink
2026-01-06,Salary Credit 7U2B,2500.00,Income,Salary
2026-01-02,UBER TRIP I2X4O5 LIVERPOOL,8.40,Expense,Travel
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-02,UBR*  MANCHESTER 4AF0 REF ZHCN,8.40,Expense,Travel
2026-01-04,AMZN EU-Uk w2iY,24.99,Expense,Shopping
2026-01-04,AMZN EU-UK XCTYB,24.99,Expense,Shopping
2026-01-06,SALARY CREDIT 6Z4K23,2500.00,Income,Salary
2026-01-05,BANK TRF 3E,750.00,Expense,Rent
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-04,EU-UK T2TKXZ,24.99,Expense,Shopping
2026-01-04,AMZN MKTP UK *KYW64Y,24.06,Expense,Shopping
2026-01-04,AMZN MKTP UK *,24.99,Expense,Shopping
2026-01-02,uber trip ysu8l birminghm,8.40,Expense,Travel
2026-01-04,amzn eu-uk thcw1,24.99,Expense,Shopping
2026-01-03,STARBUCKS  LIVERPOOL 73697,4.65,Expense,Food & Drink
2026-01-01,CARD  PAYmENT NEtFLiX,12.99,Expense,Entertainment
2026-01-04,AMZN MKTP UK *ZGGRQ,26.10,Expense,Shopping
2026-01-06,SALARY  CREDIT NC80LN,2514.57,Income,Salary
2026-01-01,NETFLIX.COM P1JZ,13.10,Expense,Entertainment
2026-01-02,UBR* MANCHEST,8.40,Expense,Travel
2026-01-06,BACS QAZ3 SALARY,2396.27,Income,Salary
2026-01-01,NETFLIX.COM *UK,13.32,Expense,Entertainment
2026-01-06,BACS CREDIT PAYROLL,2500.00,Income,Salary
2026-01-02,UBR* LONDON B1WQDD,8.40,Expense,Travel
2026-01-03,COSTA MANC 650,4.65,Expense,Food & Drink
2026-01-02,Ubr*  Manchester Xujf#7A,8.22,Expense,Travel
2026-01-02,UBER  TRIP FBCKP BIRMINGH*M,8.40,Expense,Travel
2026-01-06,SALARY CREDIT H5X14Q,2500.00,Income,Salary
2026-01-05,BANK TRF EKRBSZ RENT,750.00,Expense,Rent
2026-01-04,AMZN MKTP UK *Q6YE,24.15,Expense,Shopping
2026-01-04,CARD AMAZON 43E,24.99,Expense,Shopping
2026-01-03,COSTA LIV 47295,4.65,Expense,Food & Drink
2026-01-03,STARBUCKS STORE 964 BHM,4.65,Expense,Food & Drink
2026-01-04,AMAZON UK 197M,24.99,Expense,Shopping
2026-01-05,BANK TRF Y5UHB RENT,750.00,Expense,Rent
2026-01-04,Amzn Eu-Uk Allc7M,25.00,Expense,Shopping
2026-01-05,RENT 305S LAN,750.00,Expense,Rent
2026-01-03,card payment starbucks 084,4.65,Expense,Food & Drink
2026-01-01,CARD  PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-06,PAYROLL  L7NGTI,2500.00,Income,Salary
2026-01-03,Costa*  #24612 Birm,4.65,Expense,Food & Drink
2026-01-03,COSTA* 094 MANC,4.65,Expense,Food & Drink
2026-01-02,UBER *TRIP,8.16,Expense,Travel
2026-01-02,UBER T*RIP 99PW BIRMINGHM,8.71,Expense,Travel
2026-01-02,UBER *TRIP LONDON,8.55,Expense,Travel
2026-01-06,SALARY CREDIT 74MBB,2500.00,Income,Salary
2026-01-02,UBR* TRIP LIVERPOOL 8.40,8.40,Expense,Travel
2026-01-05,RENT M0*NG,750.00,Expense,Rent
2026-01-04,Amzn Eu-Uk Uq93,24.99,Expense,Shopping
2026-01-01,NETFLIX FW3XI*R GB,12.99,Expense,Entertainment
2026-01-03,POS TXN COSTA COFFEE 28693,4.65,Expense,Food & Drink
2026-01-05,STO  RENT PAYMENT,750.00,Expense,Rent
2026-01-01,UBIQ GB REF WJXU#2X,12.99,Expense,Entertainment
2026-01-05,STO RENT PAYMENT,750.00,Expense,Rent
2026-01-05,RENT M6HR LANDLORD,750.00,Expense,Rent
2026-01-03,POS TXN COSTA COFFEE #1365,4.65,Expense,Food & Drink
2026-01-04,CARD PAYMENT AMAZON IEW12,24.99,Expense,Shopping
2026-01-02,UBER BV* TQSYQ,8.14,Expense,Travel
2026-01-06,SALARY CREDIT 35HCK1,2500.00,Income,Salary
2026-01-04,AMZN MKTP UK *U7HRQ0,25.55,Expense,Shopping
2026-01-06,PAYRO*LL 9VTH/UDT,2500.00,Income,Salary
2026-01-03,STARBUCKS  #127 BHM,4.65,Expense,Food & Drink
2026-01-03,STARBUCKS #94942 BH,4.69,Expense,Food & Drink
2026-01-03,STARBUCKS 33,4.65,Expense,Food & Drink
2026-01-01,netflix.com *uk,13.11,Expense,Entertainment
2026-01-06,bacs  credit payroll,2500.00,Income,Salary
2026-01-04,AMZN MKTP UK *66EBKH,24.99,Expense,Shopping
2026-01-04,AMZN UK *RRBI,24.99,Expense,Shopping
2026-01-05,RENT JNLM LANDLORD,750.00,Expense,Rent
2026-01-05,STO RENT PMT,750.00,Expense,Rent
2026-01-05,rent x11phh landlord,726.75,Expense,Rent
2026-01-03,POS TXN C*OSTA COFFEE #3568,4.65,Expense,Food & Drink
2026-01-04,AMZN EU-UK DB00,26.19,Expense,Shopping
2026-01-06,EMPLOYER PAY 27F9,2500.00,Income,Salary
2026-01-03,COSTA* 831 LIV,4.65,Expense,Food & Drink
2026-01-01,Netflix.*Com Y3Anc9,12.85,Expense,Entertainment
2026-01-05,STO RENT PMT REF M9Q2G,750.00,Expense,Rent
2026-01-03,CARD PAYMENT STARBUCKS 86574,4.65,Expense,Food & Drink
2026-01-03,COSTA LDN 432,4.76,Expense,Food & Drink
2026-01-01,NETFLIX.COM,13.46,Expense,Entertainment
2026-01-02,UBR* MANCHESTER OKT6E5,8.40,Expense,Travel
2026-01-04,AMZN MKTP UK *A171QL,24.99,Expense,Shopping
2026-01-06,DOBC SALARY 220,2500.00,Income,Salary
2026-01-02,UBR* BIRMINGHM R27NW 2E0,8.17,Expense,Travel
2026-01-05,BANK TRF DPQF3I RENT,750.00,Expense,Rent
2026-01-03,POS TXN COSTA COFFEE 3*95,4.88,Expense,Food & Drink
2026-01-01,CARD PAYMENT NE*TFLIX,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM  ININR,13.05,Expense,Entertainment
2026-01-04,AMZN MKTP UK,24.49,Expense,Shopping
2026-01-02,UBER *TRIP LONDON REF 0J,8.37,Expense,Travel
2026-01-04,Card Pmt Amazon J5Y3V,24.99,Expense,Shopping
2026-01-03,POS TXN COSTA COFFEE 647,4.65,Expense,Food & Drink
2026-01-04,AMAZON UK GJ33,24.99,Expense,Shopping
2026-01-06,BACS  73N9F8 SALARY,2524.42,Income,Salary
2026-01-01,netflix cjurx gb,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-05,sto rent payment,750.00,Expense,Rent
2026-01-05,Fps Rent To La,750.00,Expense,Rent
2026-01-03,POS STARBUCKS #8794/WHB,4.65,Expense,Food & Drink
2026-01-06,EMPLOYER PAY CI5B TMT,2500.00,Income,Salary
2026-01-02,BIRMINGHM DTB9O4/1HOD,8.40,Expense,Travel
2026-01-04,AMZN MKTP UK *SMS38W,24.71,Expense,Shopping
2026-01-03,PAYMENT STARBUCKS 50974,4.65,Expense,Food & Drink
2026-01-05,STO  RENT PAYMENT,750.00,Expense,Rent
2026-01-04,AMZN MKTP UK *44LXL7/C3DA,23.93,Expense,Shopping
2026-01-05,BANK TRF 1HCM3D RENT,750.00,Expense,Rent
2026-01-04,CARD PAYMENT AMAZON 0O4G56,24.99,Expense,Shopping
2026-01-02,uber trip kynf liverpool ref q3hfrj,8.40,Expense,Travel
2026-01-03,COSTA  COFFEE #7022,4.76,Expense,Food & Drink
2026-01-04,AMZN MKTP UK *DFYLF,24.28,Expense,Shopping
2026-01-06,EMPLOYER PAY KN2VI F9F4U,2500.00,Income,Salary
2026-01-01,CARD PMT NETFLIX,12.99,Expense,Entertainment
2026-01-06,PAYROLL AJME,2500.00,Income,Salary
2026-01-06,S*ALARY CREDIT O1YC,2500.00,Income,Salary
2026-01-01,NEtFLi*x MBjl GB,12.99,Expense,Entertainment
2026-01-06,Employer Pay Wv654,2500.00,Income,Salary
2026-01-04,AMZN EU-UK KHQKB,24.99,Expense,Shopping
2026-01-04,AMZN  MKTP UK *NS4P,24.99,Expense,Shopping
2026-01-04,AMAZON UK 36P2,25.13,Expense,Shopping
2026-01-01,Card Payment Netflix,12.55,Expense,Entertainment
2026-01-06,BACS 6OWW2R SALARY,2500.00,Income,Salary
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-04,AMAZON  UK NHRC,24.49,Expense,Shopping
2026-01-06,BACS CREDIT,2440.09,Income,Salary
2026-01-06,bacs 5mgfe0 salary,2500.00,Income,Salary
2026-01-05,BANK  TRANSFER R,750.00,Expense,Rent
2026-01-05,BANK TRF VA0WDY RENT,764.86,Expense,Rent
2026-01-02,UBER TRIP VJT6 BIRMINGHM,8.40,Expense,Travel
2026-01-03,P*Os Txn Costa Coffee 513 11,4.65,Expense,Food & Drink
2026-01-05,bank transfer rent 11,750.00,Expense,Rent
2026-01-01,NETF*LIX,12.99,Expense,Entertainment
2026-01-05,rent sbo3 landlord,750.00,Expense,Rent
2026-01-02,UBR*  MANCHESTER GRRG54,8.40,Expense,Travel
2026-01-06,BACS RNYGR SALARY REF,2500.00,Income,Salary
2026-01-02,UBER BV T7C6,8.40,Expense,Travel
2026-01-06,EMPLOYER PAY 2FI8V9 REF 2MKG,2500.00,Income,Salary
2026-01-06,SALARY CREDIT VW20P,2500.00,Income,Salary
2026-01-03,Pos Starbucks #1958,4.65,Expense,Food & Drink
2026-01-05,BANK TRF EWRW6M RENT,750.00,Expense,Rent
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM *UK,12.41,Expense,Entertainment
2026-01-04,card payment amazon stjq,24.99,Expense,Shopping
2026-01-06,Payroll Ao8*Vk,2416.11,Income,Salary
2026-01-01,CARD PMT NETFLIX/71,12.99,Expense,Entertainment
2026-01-03,STARBUCKS BHM 1874,4.65,Expense,Food & Drink
2026-01-06,PAYROLL Q5UYZ,2500.00,Income,Salary
2026-01-03,COSTA* 072 LIV/O5I9,4.65,Expense,Food & Drink
2026-01-01,NETFLIX.COM BJYXR,13.13,Expense,Entertainment
2026-01-01,NETFLIX.COM *UK,12.99,Expense,Entertainment
2026-01-04,AMZN EU-UK P5CIA/ADA,25.53,Expense,Shopping
2026-01-01,NETFLIX ZQLD GB,12.99,Expense,Entertainment
2026-01-06,EMPLOYER PAY,2500.00,Income,Salary
2026-01-06,BAcs CREDiT PAyROLl,2500.00,Income,Salary
2026-01-06,BACS CREDIT PAYR,2500.00,Income,Salary
2026-01-04,CARD PAYMENT AMAZON,24.99,Expense,Shopping
2026-01-04,CARD PAYMENT AMAZON YONP 76,24.99,Expense,Shopping
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-02,UBER *TRIP BIRMINGHM,8.40,Expense,Travel
2026-01-02,UBr*  mANchEsTER JnR0D,8.40,Expense,Travel
2026-01-04,AMZN MKTP UK,24.99,Expense,Shopping
2026-01-01,NETFLIX.COM  PWSK,13.11,Expense,Entertainment
2026-01-02,Uber Bv Vsb4/Kq,8.40,Expense,Travel
2026-01-01,netflix  uobx9i gb,13.42,Expense,Entertainment
2026-01-01,NETFLIX Q4GSK GB,12.99,Expense,Entertainment
2026-01-01,NETFLIX.COM QD40C,13.56,Expense,Entertainment
2026-01-05,FPS  RENT LANDLORD,750.00,Expense,Rent
2026-01-06,EMPLOYER PAY,2500.00,Income,Salary
2026-01-01,NETFLIX.COM  QYSPR,13.25,Expense,Entertainment
2026-01-05,BANK RENT,750.00,Expense,Rent
2026-01-04,AMZN MKTP UK *D2H0,24.99,Expense,Shopping
2026-01-02,UBR* F057GS,8.40,Expense,Travel
2026-01-06,SALARY CREDIT 2ZHPEA,2500.00,Income,Salary
2026-01-02,Uber  *Bv Wdvc65 Ref Uu5R,8.40,Expense,Travel
2026-01-06,BACS CREDIT PAYROLL REF 9M22ER,2500.00,Income,Salary
2026-01-02,UBER  TRIP FMKK*,8.40,Expense,Travel
2026-01-06,PAYROLL DYBO0A 09AM,2500.00,Income,Salary
2026-01-02,UBER *TRIP LIVERPOOL,8.78,Expense,Travel
2026-01-02,Ubr* London X158X,8.40,Expense,Travel
2026-01-02,UBER BV Z21P5,8.40,Expense,Travel
2026-01-02,UBER TRIP 3BD0 BIRMINGHM,8.40,Expense,Travel
2026-01-04,AMZN  MKTP UK *DKSO,24.99,Expense,Shopping
2026-01-01,NETFLIX.COM WUBL,12.50,Expense,Entertainment
2026-01-03,COSTA  LIV 178,4.65,Expense,Food & Drink
2026-01-05,FPS RENT TO LANDLORD,750.00,Expense,Rent
2026-01-03,STARBUCKS,4.51,Expense,Food & Drink
2026-01-03,STARBuCKS LdN 326,4.65,Expense,Food & Drink
2026-01-06,SALARY 6BKDH,2500.00,Income,Salary
2026-01-01,NET*FLIX.COM F6Y1 0YOH,12.68,Expense,Entertainment
2026-01-06,SALARY C*REDIT 5EMP01,2500.00,Income,Salary
2026-01-01,NETFLIX 1OSHV GB,12.99,Expense,Entertainment
2026-01-01,CARD PAYMENT NETFLIX,12.99,Expense,Entertainment
2026-01-02,UBER *TRIP BIRMINGHM,8.40,Expense,Travel
2026-01-04,AMZN  MKTP UK *8DVN,24.18,Expense,Shopping
2026-01-02,ubr* trip liverpool 8.40,8.40,Expense,Travel
2026-01-04,Amzn Mktp Uk *2G0E7,24.99,Expense,Shopping
2026-01-06,PAYROLL JNSQ,2500.00,Income,Salary
2026-01-04,AMZN  mKTP UK *W2kul,24.99,Expense,Shopping
2026-01-06,BACS e5X,2500.00,Income,Salary
2026-01-03,COSTA COFFEE #,4.65,Expense,Food & Drink
2026-01-03,POS STARBUCKS #0904,4.65,Expense,Food & Drink
2026-01-04,AMZN MKTP UK J2B,24.99,Expense,Shopping
2026-01-04,AMZN MKTP,24.99,Expense,Shopping
2026-01-06,SALARY CREDIT,2500.00,Income,Salary
2026-01-02,UBER BV XW2TOZ,8.51,Expense,Travel
2026-01-06,PAYROLL HQZLQ3,2500.00,Income,Salary
2026-01-02,UBER 49SQ *BIRMINGHM,8.40,Expense,Travel
2026-01-03,STARBUCKS MCR 0802,4.65,Expense,Food & Drink
2026-01-01,netflix.com *uk,12.99,Expense,Entertainment
2026-01-04,AMZN UK *HQ574,24.99,Expense,Shopping
2026-01-02,UBR*  LONDON KJXR7P,8.40,Expense,Travel
2026-01-06,EMPLOYER  PAY TWY9B,2511.96,Income,Salary
2026-01-03,COSTA BIRM 489,4.65,Expense,Food & Drink
2026-01-02,UBER BV LYK3*WW,8.40,Expense,Travel
2026-01-06,EMPLOYER PAY JMALG,2500.00,Income,Salary
2026-01-04,AMZN MKTP UK *PA#95,24.99,Expense,Shopping
2026-01-04,AMZN EU-UK 5SPFFC,24.99,Expense,Shopping
2026-01-05,BANK  TRANSFER R*ENT,750.00,Expense,Rent
2026-01-01,Netflix.Com  Z2Facp,12.99,Expense,Entertainment
2026-01-05,fps rent to landlord,750.00,Expense,Rent
2026-01-03,STARBUCKS STORE 7200 LDN/U58,4.65,Expense,Food & Drink
2026-01-02,Ubr* Trip Birminghm 8.40,8.09,Expense,Travel
2026-01-03,COSTA* 995 LDN,4.65,Expense,Food & Drink
